Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari,Gorsel_Path
7252,150814,FORBEFIX 6/100 MCG 120 DOZ,8680741520306,"[""8699525520111"", ""8699822520173"", ""8699525520111"", ""8699822520173""]","[""images/150814/1.jpg""]"
7253,150819,TECENTRIQ 1200 MG/20 ML COZELTI,8699505763460,[],"[""images/150819/1.png""]"
7254,150820,IBU-BABY 60 MG 10 SUPP,8699591890088,"[""8680150890021"", ""8680150890021""]","[""images/150820/1.jpg"", ""images/150820/2.jpg""]"
7255,150834,PROPOLIS ARISUTU POL YETISKN TB,8681644700987,[],"[""images/150834/1.jpg"", ""images/150834/2.jpg""]"
7256,150839,MOTIS 10 MG 21 TB,8699525019943,[],"[""images/150839/1.png""]"
7257,150844,IMNOVID 2 MG 21 KAP,8699538154877,"[""8699525159748""]","[""images/150844/1.jpg""]"
7258,150849,COLLART 30 TB.,8681515004008,[],"[""images/150849/1.png"", ""images/150849/2.png""]"
7259,150850,SAMBUVIT-B MULTIVITAMIN SURUP,8681515004015,[],"[""images/150850/1.png"", ""images/150850/2.png""]"
7260,150851,SAMBUVIT PLUS SPREY,8681515004046,[],"[""images/150851/1.png"", ""images/150851/2.jpg"", ""images/150851/3.png""]"
7261,150852,VITACOMPLEX MULTIVITAMIN 30 TB.,8681515004053,[],"[""images/150852/1.png"", ""images/150852/2.jpg""]"
7262,150853,LUTEVIT 30 YUMUSAK KAPSUL,8681515004022,[],"[""images/150853/1.png"", ""images/150853/2.png""]"
7263,150854,THENDOJEN 500 MG 30 TB.,8681515004060,[],"[""images/150854/1.jpg"", ""images/150854/2.png""]"
7264,150855,ENNA-MOM 30 KAPSUL,8681515004077,[],"[""images/150855/1.png"", ""images/150855/2.jpg""]"
7265,150859,TAMOXIT 10 MG 30 TB,8699828091400,"[""8699828091417"", ""8699828091417"", ""8699525019783""]","[""images/150859/1.jpg"", ""images/150859/2.jpg""]"
7266,150860,TAMOXIT 10 MG 60 TB,8699828091417,"[""8699828091400"", ""8699828091400"", ""8699525019783""]","[""images/150860/1.jpg""]"
7267,150861,TAMOXIT 20 MG 30 TB,8699828091363,"[""8699525019936""]","[""images/150861/1.jpg"", ""images/150861/2.jpg""]"
7268,150885,OCEAN SURUP PORTAKAL (VM HE,8697595871881,[],"[""images/150885/1.jpg""]"
7269,150888,OCEAN DAILY ONE ENERGY 30TB,8697595871812,[],"[""images/150888/1.jpg"", ""images/150888/2.png""]"
7270,150889,OCEAN METHYL B12 SPREY 10 ML,8697595871898,"[""8682241302253"", ""8699680510064"", ""8683229900744"", ""8697595871973""]","[""images/150889/1.jpg"", ""images/150889/2.png""]"
7271,150909,COPELLOR 80 MG HAZIR KALEM,8699673954677,[],"[""images/150909/1.png""]"
7272,150914,DR.THOMSON OKYANOSEA MINI SPR,8699241772634,[],"[""images/150914/1.jpg"", ""images/150914/2.png""]"
7273,150915,DR.THOMSON OKYANOSEA FRESH SPRE,8699241772641,[],"[""images/150915/1.jpg"", ""images/150915/2.jpg"", ""images/150915/3.png""]"
7274,150919,ATES OLCER TMSIZ VISIOFOCS ALV,8022386064805,[],NOT_FOUND
7275,150954,ULTRA VITAMIN C FIZZ 20 TABLET,5021265248582,[],"[""images/150954/1.jpg""]"
7276,150958,PROTIME MEN 30 SASE,8681812046091,[],"[""images/150958/1.jpg"", ""images/150958/2.png""]"
7277,150959,PROTIME WOMEN 5 GR 30 SASE,8681812046107,[],"[""images/150959/1.png"", ""images/150959/2.jpg"", ""images/150959/3.jpg""]"
7278,150964,DIENOMET 2 MG 28 TB,8681026050440,"[""8699546010035"", ""8699546010035""]","[""images/150964/1.png""]"
7279,150989,WEE BURUN ASPIRATORU 162,8690797101626,[],"[""images/150989/1.jpg"", ""images/150989/2.jpg""]"
7280,150990,WEE BURUN ASP TEK KUL YD UCU163,8690797101633,[],"[""images/150990/1.jpg""]"
7281,150994,CISTUS ANTI VIRUS BAL LIMON PAS,8699293110576,[],"[""images/150994/1.jpg""]"
7282,151005,MAGNIMORE PLUS 60 TABLET,8680133000669,[],"[""images/151005/1.png"", ""images/151005/2.jpg""]"
7283,151006,OCEAN PROPOLIS SPREY 20ML,8697595871935,[],"[""images/151006/1.jpg"", ""images/151006/2.jpg""]"
7284,151009,"HEPAGARD 0,5 MG 90 TB",8699536092997,"[""8699680091044"", ""8699738090357"", ""8699717090316"", ""8699726093100"", ""8699540090811"", ""8699580090642"", ""8699525099389"", ""8680760091085"", ""8699536092980"", ""8699514092803"", ""8699680091044"", ""8699738090357"", ""8699717090316"", ""8699726093100"", ""8699540090811"", ""8699580090642"", ""8699525099389"", ""8680760091085"", ""8699536092980"", ""8699514092803""]","[""images/151009/1.jpg"", ""images/151009/2.png""]"
7285,151014,REBIF JECT II AUTOINJECTOR,8699808010162,[],NOT_FOUND
7286,151024,BRUNO 10 STRL BRN/GOZ 5 ML,8699514600022,"[""8699177825107"", ""8699177825008"", ""8699514600039""]","[""images/151024/1.png"", ""images/151024/2.jpg"", ""images/151024/3.png""]"
7287,151025,BRUNO 20 STRL BRN/GOZ 5 ML,8699514600039,"[""8699177825107"", ""8699177825008"", ""8699514600022""]","[""images/151025/1.jpg"", ""images/151025/2.png"", ""images/151025/3.png""]"
7288,151026,APIKOBAL PLUS 50 TB,8699527040020,"[""8699536040066"", ""8682758040013"", ""8697936044608"", ""8699536040066"", ""8682758040013"", ""8697936044608""]","[""images/151026/1.png"", ""images/151026/2.jpg""]"
7289,151029,DIS FIR.PAROTX UZMAN BAKIM 1+1,8681291000201,[],"[""images/151029/1.jpg""]"
7290,151030,DIS FIR.PAROTX DIS ETI UZM 1+1,8681291000188,[],"[""images/151030/1.jpg""]"
7291,151074,ZEDPREX 20 MG/5 ML COZELTI,8699587654212,[],"[""images/151074/1.jpg""]"
7292,151087,NUTRAXIN B12 VIT DILALTI 60 TB,8680512627364,"[""8680133000638"", ""8680133000775"", ""033984019508"", ""8697595877104"", ""8699586053702"", ""8683229900164""]","[""images/151087/1.jpg"", ""images/151087/2.jpg""]"
7293,151088,NUTRAXIN SAW PALMETTO 60 TB,8680512627098,[],"[""images/151088/1.jpg"", ""images/151088/2.jpg""]"
7294,151094,MICROBON-K 30 TB.,8681689328221,[],"[""images/151094/1.jpg"", ""images/151094/2.jpg"", ""images/151094/3.jpg""]"
7295,151104,ZAYON 30 MG 3 TB,8699738090371,"[""8699738090388"", ""8699514093855"", ""8680199095463"", ""8680199095470"", ""8680199026597"", ""8699514095774"", ""8699832090536"", ""8699832090543""]","[""images/151104/1.png""]"
7296,151105,ZAYON 30 MG 6 TB,8699738090388,"[""8699738090371"", ""8699514093855"", ""8680199095463"", ""8680199095470"", ""8680199026597"", ""8699514095774"", ""8699832090536"", ""8699832090543""]","[""images/151105/1.png""]"
7297,151106,ZAYON 60 MG 3 TB,8699738090395,"[""8699738090401"", ""8680199026603"", ""8680199095487"", ""8680199095494"", ""8699514093886"", ""8699514093893"", ""8699832090567"", ""8699832090574""]","[""images/151106/1.png""]"
7298,151107,ZAYON 60 MG 6 TB,8699738090401,"[""8699738090395"", ""8680199026603"", ""8680199095487"", ""8680199095494"", ""8699514093886"", ""8699514093893"", ""8699832090567"", ""8699832090574""]","[""images/151107/1.png""]"
7299,151110,FOSIT 4 G IV PERF 1 FLAKON,8699828790464,[],"[""images/151110/1.jpg""]"
7300,151114,MOTIFLOR GYNO VAG SUPP 10L,8699220000628,[],"[""images/151114/1.jpg"", ""images/151114/2.png"", ""images/151114/3.png""]"
7301,151121,BRONKOLIN 200 MG TB,8699587033802,"[""8699540170407""]","[""images/151121/1.jpg""]"
7302,151124,VIOPTIC 30 SOFT JEL KAPSUL,8681438061249,[],"[""images/151124/1.jpg"", ""images/151124/2.png""]"
7303,151125,VITEIN PLUS 30 SOFT JEL KAPSUL,8681438061256,[],"[""images/151125/1.png"", ""images/151125/2.jpg""]"
7304,151126,VIRENAL PLUS 90 SOFT JEL KAPSUL,8682376182072,[],"[""images/151126/1.jpg""]"
7305,151127,LUXOR DORSOLOMBER KORSE STD,8682022100009,[],"[""images/151127/1.png""]"
7306,151128,LUXOR POSTUREKS KORSE STD,8682022100016,[],"[""images/151128/1.png""]"
7307,151136,ARINNA 40 MG 28 TB,8699792043924,"[""8699680040028"", ""8699516042240"", ""8682758040020"", ""8682758040037"", ""8699543040042"", ""8699580040012"", ""8699580040029"", ""8699578043414"", ""8699578043421"", ""8699536040011"", ""8699525043948"", ""8699536040028"", ""8699543040059"", ""8699514136125"", ""8699540040151"", ""8699540040168"", ""8699516042257"", ""8680760040021"", ""8699680040035"", ""8699680040028"", ""8699516042240"", ""8682758040020"", ""8682758040037"", ""8699543040042"", ""8699580040012"", ""8699580040029"", ""8699578043414"", ""8699578043421"", ""8699536040011"", ""8699525043948"", ""8699536040028"", ""8699543040059"", ""8699514136125"", ""8684263040021"", ""8699540040151"", ""8699540040168"", ""8699516042257"", ""8680760040021"", ""8699680040035""]","[""images/151136/1.jpg""]"
7308,151139,SOLG.L-GLUTATHIONE 250 MG KAP,033984003705,[],"[""images/151139/1.jpg"", ""images/151139/2.png""]"
7309,151154,FIBROLAC 60 KAPSUL,8699789004389,[],"[""images/151154/1.jpg"", ""images/151154/2.png""]"
7310,151167,ZADE VITAL OMEGA3 PREM 45 KAP.,8690712023637,[],"[""images/151167/1.jpg"", ""images/151167/2.png"", ""images/151167/3.png""]"
7311,151189,"BLINCYTO 38,5 MCG COZELTI",8699862270021,[],"[""images/151189/1.jpg""]"
7312,151200,NOVOEIGHT 500 IU,8699676790661,"[""8681429550011"", ""8681308274410""]","[""images/151200/1.png""]"
7313,151201,NOVOEIGHT 1000 IU,8699676790678,"[""8681429550028"", ""8681308274427""]","[""images/151201/1.png""]"
7314,151202,NOVOEIGHT 1500 IU,8699676790685,"[""8681429550035""]","[""images/151202/1.png"", ""images/151202/2.png""]"
7315,151203,NOVOEIGHT 2000 IU,8699676790692,"[""8681429550042"", ""8681308274434""]","[""images/151203/1.png"", ""images/151203/2.png""]"
7316,151204,9M10DAYSVIT SOFTGEL 30 KAPSUL,8681990355015,[],"[""images/151204/1.jpg"", ""images/151204/2.png"", ""images/151204/3.jpg""]"
7317,151205,LITINOL 100 ML SRP,8681990355008,[],"[""images/151205/1.png"", ""images/151205/2.jpg"", ""images/151205/3.jpg""]"
7318,151209,COREDEM %5 SOD KLR DOZ 20 ADET,8699525610126,[],"[""images/151209/1.png""]"
7319,151214,LASECON 160 MCG/ INH 60,8699525520180,"[""8680741520924"", ""8680741520924""]","[""images/151214/1.png""]"
7320,151224,SANLI KAPSIKUMLU MERH 3.5GR 24L,8699550370187,[],"[""images/151224/1.jpg""]"
7321,151229,ATAXIL 150 MG/25 ML IV 1 FLA,8699525770677,"[""8699650772645"", ""8699828770275"", ""8699650772645"", ""8699828770275""]","[""images/151229/1.png""]"
7322,151230,"ROLASTYM  160/4,5  60 DOZ INH.",8699525520135,"[""8699525520074"", ""8699525520074""]","[""images/151230/1.png""]"
7323,151234,RHOPHYLAC IM/IV ENJ 1500 IU,8681624980231,"[""8680972009083"", ""8680972009083""]","[""images/151234/1.png"", ""images/151234/2.jpg""]"
7324,151239,"HUMIRA 40 MG/0,4 ML 2 ENJ",8680656080414,"[""8699862950213"", ""8699862950237"", ""8680656080421"", ""8699514950301"", ""8699514950332"", ""8681428951505""]","[""images/151239/1.jpg"", ""images/151239/2.jpg""]"
7325,151240,"HUMIRA 40 MG/0,4 ML 2 PEN",8680656080421,"[""8699862950213"", ""8699862950237"", ""8680656080414"", ""8699514950301"", ""8699514950332"", ""8681428951505""]","[""images/151240/1.jpg"", ""images/151240/2.png"", ""images/151240/3.jpg""]"
7326,151244,POSTPILL ONE 1.5 MG 1 TB.,8681823005247,"[""8681026050433"", ""8681725054770""]","[""images/151244/1.jpg"", ""images/151244/2.jpg""]"
7327,151264,ACTEMRA 162 MG/0.9 ML  4 ENJ,8699505952840,[],"[""images/151264/1.png""]"
7328,151283,BESTIRON 30 ML DAMLA,8680645530586,[],"[""images/151283/1.jpg""]"
7329,151284,BESTIRON 30 KAPSUL,8680645530579,[],"[""images/151284/1.jpg""]"
7330,151285,POZIDOX TABLET,8681863200077,[],"[""images/151285/1.jpg""]"
7331,151286,ANUFLEX POMAD 30 GR,8697446866677,[],"[""images/151286/1.jpg""]"
7332,151289,ONIKO TIRNAK TELI - INCE,8698845330059,[],"[""images/151289/1.png""]"
7333,151290,ONIKO TIRNAK TELI - STANDART,8698845330004,[],"[""images/151290/1.png""]"
7334,151291,ONIKO TIRNAK TELI - KALIN,8698845330066,[],"[""images/151291/1.png""]"
7335,151292,ONIKO TIRNAK LOSYONU,8698845330028,[],"[""images/151292/1.png""]"
7336,151293,ONIKO INCELTICI LOSYON,8698845330035,[],"[""images/151293/1.png""]"
7337,151294,ONIKO TIRNAK YASTIKCIK,8698845330042,[],"[""images/151294/1.png""]"
7338,151295,ONIKO EKSTRA SARMAL,8698845330011,[],"[""images/151295/1.png""]"
7339,151301,SPYLACTON 25 MG 20 TB,8680199093902,"[""8699543010021""]","[""images/151301/1.png"", ""images/151301/2.png"", ""images/151301/3.png""]"
7340,151302,SPYLACTON 100 MG 16 TB,8680199099515,"[""8699543010038""]","[""images/151302/1.png"", ""images/151302/2.png""]"
7341,151303,AKTAZID 25 MG/ 25 MG 30 TB,8680199094855,"[""8699543010014""]","[""images/151303/1.png""]"
7342,151304,AKTAZID 50 MG/ 50 MG 30 TB,8680199094879,"[""8699543010168""]","[""images/151304/1.png""]"
7343,151305,BISOL NATUR SURUP,8683060570083,[],"[""images/151305/1.jpg""]"
7344,151317,NUTRIGEN FERROMIXIN MINI SASE,8692860200687,[],"[""images/151317/1.jpg"", ""images/151317/2.jpg"", ""images/151317/3.jpg"", ""images/151317/4.jpg""]"
7345,151325,FOSTER 100/6 MCG NEXTHALER,8699822550316,[],"[""images/151325/1.png""]"
7346,151327,BINOCRIT 3000 IU/0.3ML 6LISY,8681428950232,"[""8699580950021"", ""8699580950021""]","[""images/151327/1.jpg""]"
7347,151328,BINOCRIT 4000 IU/0.4ML 6LISY,8681428950249,"[""8699769950163"", ""8699580950038"", ""8699769950163"", ""8699580950038""]","[""images/151328/1.jpg""]"
7348,151329,"BINOCRIT 5000 IU/0,5ML 6LISY",8681428950256,[],"[""images/151329/1.jpg""]"
7349,151330,REGULA -3 GOLD KAPSUL,8699708151675,[],"[""images/151330/1.png"", ""images/151330/2.jpg""]"
7350,151333,YASMIN 63 TB,8699546093960,"[""8681026050952"", ""8681026050280"", ""8699546093953""]","[""images/151333/1.jpg""]"
7351,151334,BIOXCIN BIOTIN SAMPUAN 300 ML,8680512628118,[],"[""images/151334/1.jpg"", ""images/151334/2.jpg""]"
7352,151335,NUTRAXIN COLLAGEN 10X50ML,8680512627814,[],"[""images/151335/1.jpg"", ""images/151335/2.jpg""]"
7353,151340,MEDOHBIOTIN 5 MG 60 TB,8697796000219,"[""8680265010109"", ""8699828011071"", ""8680265010000""]","[""images/151340/1.jpg"", ""images/151340/2.jpg"", ""images/151340/3.jpg"", ""images/151340/4.jpg"", ""images/151340/5.png""]"
7354,151344,ELFENOR %5 JEL 50 GR,8680131751839,"[""8680131751822"", ""8680352341475"", ""8680080340689"", ""8680199341447"", ""8699514340072"", ""8681291340420"", ""8699525346124"", ""8680080340689"", ""8680199341447""]","[""images/151344/1.png""]"
7355,151345,TUSPAMIN 100 ML SURUP,8680131752119,"[""8699543570105"", ""8699514570196""]","[""images/151345/1.png""]"
7356,151346,VENATURA B12 METILKOBLMN ODT 30,8683229900485,[],"[""images/151346/1.png"", ""images/151346/2.png""]"
7357,151347,VENATURA CINKO 60 KAPSUL,8683229900584,[],"[""images/151347/1.jpg"", ""images/151347/2.png""]"
7358,151348,VENATURA DEMIR 90 KAPSUL,8683229900515,[],"[""images/151348/1.jpg"", ""images/151348/2.png""]"
7359,151354,BIODERMA ATODERM INTSV BALM 45M,3701129802052,[],"[""images/151354/1.jpg""]"
7360,151360,CAPICADE SAC BAKIM SERUMU 50 ML,8691254301962,[],"[""images/151360/1.jpg"", ""images/151360/2.jpg"", ""images/151360/3.jpg"", ""images/151360/4.jpg""]"
7361,151362,COCOSH PLUS 30 KAPSUL,8699273570857,[],"[""images/151362/1.png""]"
7362,151363,PREFOLIC 60 TB,8699273570888,[],"[""images/151363/1.png""]"
7363,151364,PLENTYFERT 30 TB FOR MAN,8699273570802,[],"[""images/151364/1.png""]"
7364,151366,PLENTYFERT 90 TB FOR MAN,8699273570819,[],"[""images/151366/1.png""]"
7365,151369,JOINT 1500 MG 30 KAPSUL,8699273570833,[],"[""images/151369/1.png"", ""images/151369/2.jpg""]"
7366,151370,JOINT 1500 MG 60 KAPSUL,8699273570840,[],"[""images/151370/1.jpg"", ""images/151370/2.png""]"
7367,151374,SUPRADYN ENERGY FOCUS 30TB,8699546094134,[],"[""images/151374/1.jpg"", ""images/151374/2.png"", ""images/151374/3.png""]"
7368,151399,ENFIT ENLOCK ADAPTER,8699956081007,[],NOT_FOUND
7369,151400,OTRIVINE CARE 10 ML SPREY,8681291540516,"[""8699788540017"", ""8681911540018"", ""8681801540029"", ""8681291540134"", ""8681291540141""]","[""images/151400/1.png"", ""images/151400/2.png"", ""images/151400/3.jpg""]"
7370,151402,TINSERC 16 MG 30 TB,8699559010312,"[""8699820010126"", ""8699514018544"", ""8699820010126"", ""8699514018544""]","[""images/151402/1.png""]"
7371,151404,OCEAN METHYL FOLAT 30 TABLET,8697595871966,[],"[""images/151404/1.jpg"", ""images/151404/2.png""]"
7372,151405,OCEAN EXTRAMAG 60 TABLET,8697595871942,[],"[""images/151405/1.jpg"", ""images/151405/2.png"", ""images/151405/3.png""]"
7373,151406,EASYFISHOIL Q OMEGA3 KOLIN 30TB,8681794082506,[],"[""images/151406/1.png"", ""images/151406/2.png""]"
7374,151407,VENTOSAL 2MG/5ML SURUP,8699569570264,"[""8699522571413"", ""8699525579539"", ""8699522571413"", ""8699525579539""]","[""images/151407/1.jpg""]"
7375,151408,"ZORANTE %0,1/ 30 GR KREM",8699738350703,"[""8681990009024"", ""8699738350697"", ""8681801350161""]","[""images/151408/1.jpg""]"
7376,151409,SOLIRON  5 MG TB,8699738090067,"[""8699043890369"", ""8699772091037"", ""8699540090781"", ""8699578093907"", ""8699514090588"", ""8699043890369"", ""8699772091037"", ""8699540090781"", ""8699578093907"", ""8699514090588""]","[""images/151409/1.jpg"", ""images/151409/2.png""]"
7377,151410,SOLIRON 10 MG TB,8699738090074,"[""8699043890376"", ""8699772091051"", ""8699540090798"", ""8699578093877"", ""8699514090595"", ""8699043890376"", ""8699772091051"", ""8699540090798"", ""8699578093877"", ""8699514090595""]","[""images/151410/1.jpg"", ""images/151410/2.png""]"
7378,151411,LPKAIN %5 KREM (5 GR X 1 ADET),8680133000621,"[""8680133000478"", ""8699874080502"", ""8680955350027"", ""8680955350010"", ""8699525350091""]","[""images/151411/1.png""]"
7379,151413,"ZORANTE % 0,1 30 GR JEL",8699738340568,[],"[""images/151413/1.jpg""]"
7380,151414,NEBUL.OMRON U 100 U.SONIC MESH,4015672110892,[],"[""images/151414/1.jpg"", ""images/151414/2.jpg"", ""images/151414/3.jpg""]"
7381,151416,SEBAMED PRO ENERJI KREM 50ML,4103040024848,[],"[""images/151416/1.jpg"", ""images/151416/2.jpg"", ""images/151416/3.jpg""]"
7382,151417,SEBAMED PRO AKTF KORUM KRM 50ML,4103040024886,[],"[""images/151417/1.jpg""]"
7383,151419,BIODERMA PHOTODERM SPOT SPF 150,3701129810033,[],"[""images/151419/1.png""]"
7384,151424,ZESPIRA PLUS 5 MG / 10 MG 30 TB,8699569092667,"[""8680760091856"", ""8682758090018"", ""8697927091604"", ""8699540090637"", ""8699514093923"", ""8680760091856"", ""8682758090018"", ""8697927091604"", ""8699540090637"", ""8699514093923""]","[""images/151424/1.png""]"
7385,151430,IMMUCAN PLUS 20 ML DAMLA,8680176000459,[],"[""images/151430/1.png"", ""images/151430/2.png"", ""images/151430/3.png""]"
7386,151431,COPLANIN 400 MG IM IV FLK,8699844791476,"[""8680199798968"", ""8699809790209"", ""8680199798968"", ""8699809790209""]","[""images/151431/1.jpg""]"
7387,151435,PARITOLIN 10 MCG/2ML I.V. 5 AMP,8680955750056,"[""8681697750212"", ""8699540750043"", ""8699702753059"", ""8699844750916"", ""8699650772690"", ""8699738751159"", ""8680400770691"", ""8699828750697"", ""8681697750212"", ""8699540750043"", ""8699702753059"", ""8699606757290"", ""8699844750916"", ""8699650772690"", ""8699738751159"", ""8680400770691"", ""8699828750697"", ""8682983334031""]","[""images/151435/1.jpg""]"
7388,151448,LANSINOH GOGUS UCU KORYUCU 20MM,5060420230765,[],"[""images/151448/1.jpg"", ""images/151448/2.jpg"", ""images/151448/3.jpg""]"
7389,151449,OCEAN METHYL B12 SPREY 5 ML,8697595871973,"[""8682241302253"", ""8699680510064"", ""8683229900744"", ""8697595871898""]","[""images/151449/1.jpg"", ""images/151449/2.png""]"
7390,151450,WELLKID MULTIVITAMIN LQD 150 ML,5021265248551,[],"[""images/151450/1.jpg""]"
7391,151451,ROLL FLEX S.BEZI HID.10CMX50M,8699592820787,[],"[""images/151451/1.jpg""]"
7392,151453,ROLL POR 10X10 50 LI,8699592820831,[],"[""images/151453/1.jpg""]"
7393,151454,ROLL FILM PEDLI 50 LI 5X7.2,8699592820848,[],"[""images/151454/1.jpg""]"
7394,151455,ROLL FILM PEDLI 50 LI 8X10,8699592820855,[],"[""images/151455/1.jpg""]"
7395,151458,BEXSERO PFS+2N TR,8699522965014,[],"[""images/151458/1.png""]"
7396,151459,OPTIFIBRE 250 GR,8690632707006,[],"[""images/151459/1.png"", ""images/151459/2.png"", ""images/151459/3.png""]"
7397,151461,BE BRIGHT AYDINLATICI TONIK,8697796000899,[],"[""images/151461/1.jpg"", ""images/151461/2.jpg"", ""images/151461/3.jpg""]"
7398,151462,BE BRIGHT PEPTIT KOMPLEKS KREM,8697796000905,[],"[""images/151462/1.jpg"", ""images/151462/2.jpg"", ""images/151462/3.jpg""]"
7399,151463,BE BRIGHT AHA/BHA KREM 33 ML,8697796000929,[],"[""images/151463/1.jpg"", ""images/151463/2.jpg"", ""images/151463/3.jpg""]"
7400,151464,BE BRIGHT ARBUTIN KOMPLEKS KREM,8697796000912,[],"[""images/151464/1.jpg"", ""images/151464/2.jpg"", ""images/151464/3.jpg""]"
7401,151465,BE BRIGHT RETINIL YUZ SERUMU,8697796000882,[],"[""images/151465/1.jpg"", ""images/151465/2.jpg"", ""images/151465/3.jpg""]"
7402,151466,BE BRIGHT VITAMIN C PLUS KREM,8697796000875,[],"[""images/151466/1.jpg"", ""images/151466/2.jpg"", ""images/151466/3.jpg""]"
7403,151467,RYDAPT 25 MG 112 KAP,8699504190151,[],"[""images/151467/1.png""]"
7404,151469,PREFLAT 30 KAPSUL,8680618036046,[],"[""images/151469/1.png"", ""images/151469/2.jpg"", ""images/151469/3.png""]"
7405,151474,GONAMAX 30 KAPSUL,8680763483184,[],"[""images/151474/1.png""]"
7406,151480,"BRIMOLIX %0,15 GOZ DAMLASI",8699844611811,"[""8699702613094"", ""8680199002065"", ""8699490561041"", ""8699569610304"", ""8699511612325"", ""8699702613094"", ""8680199002065"", ""8699490561041"", ""8699569610304"", ""8699511612325""]","[""images/151480/1.jpg""]"
7407,151491,APAISAC KIZARIKLIK YAT.KR. 40ML,3660398504732,[],"[""images/151491/1.png"", ""images/151491/2.png""]"
7408,151496,APAISAC BESLEYICI DUDAK NE.15ML,3660398504831,[],"[""images/151496/1.png"", ""images/151496/2.png"", ""images/151496/3.png""]"
7409,151498,PHOCUSS TEDAVI PAKET,8699527090155,[],"[""images/151498/1.jpg""]"
7410,151499,PIRFA 200 MG 252 TB,8699543091853,"[""8699540090972"", ""8699540090972""]","[""images/151499/1.jpg""]"
7411,151503,"AMGEVITA 40 MG/0,8 ML ENJ",8699862950213,"[""8699862950237"", ""8680656080414"", ""8680656080421"", ""8699514950301"", ""8699514950332"", ""8681428951505""]","[""images/151503/1.png""]"
7412,151505,"AMGEVITA 40 MG/0,8 ML KALEM",8699862950237,"[""8699862950213"", ""8680656080414"", ""8680656080421"", ""8699514950301"", ""8699514950332"", ""8681428951505""]","[""images/151505/1.png""]"
7413,151529,"BEMATORIN %0,01 GOZ DAMLASI",8699525619273,"[""8699490561287"", ""8699490561287"", ""8699511610055""]","[""images/151529/1.png""]"
7414,151534,UREDERM HYDRO %5 KREM,8699561350215,[],"[""images/151534/1.jpg""]"
7415,151548,INNATE PRONATAL 30 KAPSUL,8681689328160,[],"[""images/151548/1.png"", ""images/151548/2.png""]"
7416,151549,WELLWOMAN 60 TB,5021265248735,[],"[""images/151549/1.jpg"", ""images/151549/2.jpg"", ""images/151549/3.png""]"
7417,151550,"SYNAGIS 50 MG/0,5 ML FLK",8699786770911,[],"[""images/151550/1.jpg"", ""images/151550/2.jpg"", ""images/151550/3.jpg"", ""images/151550/4.jpg"", ""images/151550/5.jpg""]"
7418,151553,ZADE VITAL D3+K2 VITAMIN 30 KAP,8690712025488,[],"[""images/151553/1.png"", ""images/151553/2.jpg"", ""images/151553/3.jpg"", ""images/151553/4.jpg"", ""images/151553/5.png""]"
7419,151560,MENURA SURUP 120 ML,8699220000635,[],"[""images/151560/1.png"", ""images/151560/2.jpg"", ""images/151560/3.jpg""]"
7420,151563,BERAZINC 15 MG/5 ML SURUP,8680150570039,"[""8699591570034"", ""8699649570160"", ""8681144039006"", ""8699591570386"", ""8699580570137"", ""8699690570072"", ""8699567570020"", ""8699591570034"", ""8699649570160"", ""8681144039006"", ""8699591570386"", ""8699580570137"", ""8699690570072"", ""8699567570020""]","[""images/151563/1.jpg""]"
7421,151564,KOLISTATE  I.V  150 MG FLK,8699702773026,"[""8680184790137"", ""8680184790137""]","[""images/151564/1.jpg""]"
7422,151566,NUTRIGEN TACLANDIRAN PAKET,8692860121838,[],"[""images/151566/1.jpg""]"
7423,151568,"ROLASTYM 160/4,5 120 DOZ INH",8699525520074,"[""8699525520135"", ""8699525520135""]","[""images/151568/1.png"", ""images/151568/2.png""]"
7424,151569,ROLASTYM 320 /9  60 DOZ INH.,8699525520128,[],"[""images/151569/1.png""]"
7425,151570,"ROLASTYM  80 /4,5  120 DOZ INH.",8699525520081,[],"[""images/151570/1.png""]"
7426,151573,ARIPA 20 MG 28 TB,8699543011103,"[""8699540016767"", ""8699540016767""]","[""images/151573/1.jpg""]"
7427,151579,TRELEGY ELLIPTA 100/62.5/25 MCG,8699522553532,[],"[""images/151579/1.jpg""]"
7428,151583,VOLTAREN FORTE 50 GR,8681291340420,"[""8680131751839"", ""8680080340689"", ""8680199341447"", ""8699514340072""]","[""images/151583/1.jpg""]"
7429,151585,BRIMOGUT 5 ML DAM,8699569610304,"[""8699702613094"", ""8680199002065"", ""8699490561041"", ""8699844611811"", ""8699511612325"", ""8699702613094"", ""8680199002065"", ""8699490561041"", ""8699844611811"", ""8699511612325""]","[""images/151585/1.png"", ""images/151585/2.png""]"
7430,151593,"KURMED FIX 2,5*5M",8699592810221,[],"[""images/151593/1.jpg""]"
7431,151594,KURMED FIX 5CM*5M,8699592810238,[],"[""images/151594/1.jpg""]"
7432,151595,"KURMED FIX 2,5 CM*10M",8699592810245,[],"[""images/151595/1.jpg""]"
7433,151596,KURMED FIX 5CM*10M,8699592810252,[],"[""images/151596/1.jpg""]"
7434,151597,KURMED FIX 10CM*10M,8699592810269,[],"[""images/151597/1.jpg""]"
7435,151598,KURMED FIX 15CM*10M,8699592810276,[],"[""images/151598/1.jpg""]"
7436,151604,CARPLATU 50 MG 5 ML FLK,8699650772102,"[""8699525775894"", ""8699828770220"", ""8699525775894"", ""8699828770220""]","[""images/151604/1.png""]"
