Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari
7693,152680,EXELDERM %1 KREM 30 GR,8699514350125,"[""8680771491072"", ""8699516350680"", ""8680131752362"", ""8699819351704"", ""8684278010033"", ""8699293351009"", ""8681728350015"", ""8699738350666"", ""8699792353832"", ""8680771491072"", ""8699516350680"", ""8680131752362"", ""8699819351704"", ""8684278010033"", ""8699293351009"", ""8681728350015"", ""8699738350666"", ""8699792353832""]"
7694,152681,EXELDERM %1 SPREY 20 ML,8699514510062,"[""8680131752454"", ""8699293510994"", ""8681728650016"", ""8699738650018"", ""8699516510695"", ""8680131752454"", ""8680771491089"", ""8699293510994"", ""8681728650016"", ""8699738650018"", ""8699516510695""]"
7695,152683,SUDA VITAMIN FLEXONE 90 TB.,8681571352174,[]
7696,152684,SUDA VITAMIN ALPHAMEN 90 KAP.,8681571352198,[]
7697,152685,SUDA VITAMIN B-50 COMPLEX 60 K.,8681571352204,[]
7698,152686,SUDA VITAMIN PROXINE 60 TB.,8681571352259,[]
7699,152687,SUDA VITAMIN MANOWELL 60 TB.,8681571352242,[]
7700,152688,SUDA VITAMIN LIWAKSINE 60 KAP.,8681571352211,[]
7701,152689,SUDA VITAMIN KALM-HD 60 KAP.,8681571352235,[]
7702,152690,SUDA VITAMIN HARE CARE 60 TB.,8681571352228,[]
7703,152692,SUDA VITAMIN BROMELIAN 60 TB.,8681571351986,[]
7704,152694,VENATURA KIDS METILKOBALAMIN 5M,8683229900980,[]
7705,152696,D-COLEFOR FORT 15.000 IU DAMLA,8680131752416,"[""8682704982138"", ""8699774590408"", ""8680186490264"", ""8683262443048"", ""8699793000636"", ""8680080590602"", ""8680352591139"", ""8680199599701"", ""8682704982138"", ""8684278010019"", ""8699774590408"", ""8680186490264"", ""8683262443048"", ""8699793000636"", ""8699569590118"", ""8680080590602"", ""8680352591139"", ""8680199599701""]"
7706,152697,BE BRIGHT PIGMENTYL SPF 50 PLUS,8697796001018,[]
7707,152698,URSOMED 250 MG 100 KAP,8680199151398,"[""8699680150055"", ""8699717150157"", ""8680760150096"", ""8699680150055"", ""8680131751532"", ""8699717150157"", ""8680760150096""]"
7708,152703,LEX 5 MG 14 TB,8699540091740,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
7709,152704,LEX 5 MG 28 TB,8699540091757,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
7710,152708,MOLCEF 100 MG /5 ML SUSP TOZ,8680881286162,"[""8699525285591"", ""8699525285584"", ""8699586280115"", ""8699586280108"", ""8699569280095"", ""8699525285591"", ""8699525285584"", ""8699586280115"", ""8699586280108"", ""8699569280095""]"
7711,152713,GERAKS GARGARA 200 ML,8681612438027,"[""8699772646824"", ""8699580640069"", ""8699544356487"", ""8680760640023"", ""8699525648082"", ""8680859640019"", ""8681085010102"", ""8699772646824"", ""8699580640069"", ""8699544356487"", ""8680760640023"", ""8699525648082"", ""8680859640019"", ""8699565640039"", ""8681085010102""]"
7712,152718,NBL PROBIOTIC GOLD 10 STICK,8699540023666,[]
7713,152719,NBL PROBIOTIC ATP 10 SASE,8699540023673,[]
7714,152726,EFERVIT DEFENCE 20 EFF TABLET,8697595872277,[]
7715,152732,NB.HYALURONIC ACID 100MG 30 KAP,074312003790,[]
7716,152733,PRILAM DR 10 MG/10 MG 30 TB.,8699680090788,"[""8681880030053"", ""8681880030053""]"
7717,152739,POMAT KUTUS 150 ML NRKS,8697603560516,[]
7718,152743,BUTAFLY % 1 KREM 30 GR,8699514350040,"[""8699591350414"", ""8699591350292"", ""8699514350033"", ""8699591350414"", ""8699591350292"", ""8699514350033""]"
7719,152751,PINIX 40 / 80 MG TB,8699527090865,"[""8699514095422"", ""8699514095422""]"
7720,152753,ILOPERA 10 MCG/ML 30 AMP,8699783750169,"[""8699525750150"", ""8699546754892"", ""8699525750150"", ""8699546754892""]"
7721,152758,LUTINUS 100 MG VAJ TB,8697621100435,[]
7722,152759,LIVAGY VAJINAL 7 OVUL,8699514900016,"[""8699525907332"", ""8681911900010"", ""8699591900015"", ""8699584900824"", ""8680199900736"", ""8680008010120"", ""8699569900054"", ""8699525907332"", ""8681911900010"", ""8699591900015"", ""8699584900824"", ""8680199900736"", ""8680008010120"", ""8699569900054"", ""8683555350022""]"
7723,152761,BIOBABY ATOPIK (SAMP+KREM)KOFRE,8680512625612,[]
7724,152762,MULTI VITAMIN DESTEK SETI,8697781960665,[]
7725,152764,FEROUT 90 MG TB,8699543091693,"[""8699074090813"", ""8699540023475"", ""8699680091440"", ""8699578090272"", ""8699074090813"", ""8699540023475"", ""8699738090579"", ""8699680091440""]"
7726,152765,FEROUT 180 MG TB,8699543091709,"[""8699578090289"", ""8699074090837"", ""8699527090896"", ""8699540023482"", ""8699680091433"", ""8699514095019"", ""8699578090289"", ""8699074090837"", ""8699527090896"", ""8699540023482"", ""8699738090586"", ""8699680091433"", ""8699514095019""]"
7727,152766,FEROUT 360 MG TB,8699543091716,"[""8699578090296"", ""8699074090851"", ""8699527090919"", ""8699540023499"", ""8699680091426"", ""8699514095026"", ""8699578090296"", ""8699074090851"", ""8699527090919"", ""8699540023499"", ""8699738090593"", ""8699680091426"", ""8699514095026""]"
7728,152768,URSACTIVE 500 MG 60 TB,8680760092242,"[""8680131751747"", ""8680131751747""]"
7729,152769,"QALYVIZ 0,25 MCG YUM KAP",8699511190670,[]
7730,152770,"QALYVIZ 0,5 MCG YUM KAP",8699511190663,[]
7731,152779,VOONKA COLLAGEN BEAUTY LIQ.ORMA,8683655089587,[]
7732,152780,FUSIX DERMA %2 /20 GR KREM,8699525350053,"[""8699680350172"", ""8699828350057"", ""8681911350013"", ""8699514352853"", ""8680760350106"", ""8699569350118"", ""8699680350172"", ""8699828350057"", ""8681911350013"", ""8699514352853"", ""8680760350106"", ""8699569350118""]"
7733,152781,ACNELYSE %0.025 KREM 20 GR,8699514350170,[]
7734,152792,CONJITEN STERIL GOZ DAM,8699702613100,"[""8699844611606"", ""8680177220023"", ""8680199617320"", ""8699525619266"", ""8680177220023"", ""8680199617320"", ""8699525619266""]"
7735,152794,LOOKVIT 30 KAPSUL,8699514190035,[]
7736,152795,NB.ALPHA LIPOIC ACID 200 MG KAP,074312003769,[]
7737,152802,AKLOFEN %3/ 30 GR JEL,8681911340014,"[""8699561340087"", ""8699561340087""]"
7738,152803,MOXITAB 400 MG 7 TB,8681911010023,"[""8699680090177"", ""8697928090057"", ""8699717090187"", ""8699546090372"", ""8699514090311"", ""8699680090177"", ""8684263090064"", ""8697928090057"", ""8699717090187"", ""8699546090372"", ""8699514090311""]"
7739,152804,OCEAN MICROFER DAMLA 30 ML,8697595872239,[]
7740,152805,OCEAN MICROFER 30 SASE,8697595872253,[]
7741,152806,OCEAN MICROFER 30 TABLET,8697595872222,[]
7742,152807,CEBROLUX NF 30 SASE,8681738250022,[]
7743,152812,"BRELAX 1,5 MG+66,5 MG SURUP",8699569570295,"[""8680400771193"", ""8681725054701"", ""8699580570144"", ""8699786570214"", ""8680400771193"", ""8681725054701"", ""8699580570144"", ""8699786570214""]"
7744,152813,VITOEL-D3 150000 IU ORAL DAMLA,8680080590602,"[""8680131752416"", ""8682704982138"", ""8699774590408"", ""8680186490264"", ""8683262443048"", ""8699793000636"", ""8680352591139"", ""8680199599701"", ""8680131752416"", ""8682704982138"", ""8684278010019"", ""8699774590408"", ""8680186490264"", ""8683262443048"", ""8699793000636"", ""8699569590118"", ""8680352591139"", ""8680199599701""]"
7745,152817,XARELTO 2.5 MG 56 TB,8699546090174,[]
7746,152818,BENZADERM TOPICAL JEL,8681728340023,"[""8699569340089"", ""8699569340089""]"
7747,152822,PERFECTIL 3 AL 2 ODE,8682225516010,[]
7748,152823,DUREX NATURALS KAYGANLASTIR JEL,5052197058017,[]
7749,152824,TROKAR 15 GR KREM,8699690350094,"[""8699792353818"", ""8681085010157"", ""8699566355901"", ""8699514350194"", ""8699525350015"", ""8699567350011"", ""8699772350073"", ""8680760350014"", ""8699569350040"", ""8699792353818"", ""8681085010157"", ""8699566355901"", ""8680771491065"", ""8699514350194"", ""8699525350015"", ""8699567350011"", ""8699772350073"", ""8680760350014"", ""8699569350040""]"
7750,152825,VENATURA KURKUMIN 30 KAPSUL,8683229900881,[]
7751,152826,VENATURA METILFOLAT ODT 30 TB,8683229900560,[]
7752,152828,DIOFOL 90 TB.,8681689328283,[]
7753,152832,CAJEX 1 MCG/ML IV 25 AMPUL,8699783750138,"[""8681697750076"", ""8699844751012"", ""8699606757306"", ""8680400770813"", ""8681697750076"", ""8699844751012"", ""8699606757306"", ""8680400770813""]"
7754,152847,DERMODICOS CREAM 30 ML,8680145083032,[]
7755,152848,TTO CLINIC LEKE SERUMU,8680145085128,[]
7756,152849,URETTO LIPO VUCUT LOSYONU,8680145085319,[]
7757,152850,URETTO HYDRO VUCUT LOSYONU,8680145085326,[]
7758,152853,TINNEX 30 KAPSUL,8680110100306,[]
7759,152858,ZINC IN 150 ML SURUP,8699543003368,[]
7760,152859,LACNEFEREX  60 KAP,8680176000466,[]
7761,152862,SOLIQUA SOL 100 U/ML VE 33 MCG,8699809951105,[]
7762,152863,SOLIQUA SOL 100 U/ML VE 50 MCG,8699809951082,[]
7763,152864,SUNDROP-D3 ORAL 150.000 DAMLA,8680352591139,"[""8680131752416"", ""8682704982138"", ""8699774590408"", ""8680186490264"", ""8683262443048"", ""8699793000636"", ""8680080590602"", ""8680199599701"", ""8680131752416"", ""8682704982138"", ""8684278010019"", ""8699774590408"", ""8680186490264"", ""8683262443048"", ""8699793000636"", ""8699569590118"", ""8680080590602"", ""8680199599701""]"
7764,152867,GILOMID 0.5 MG  28 KAPSUL,8699525150417,"[""8699715150043"", ""8699074150159"", ""8680972615079"", ""8699293151050"", ""8699536150420"", ""8699514150978"", ""8699715150043"", ""8699074150159"", ""8680972615079"", ""8699293151050"", ""8699536150420""]"
7765,152883,RGEM TAB 30 TB.,8682279299006,[]
7766,152884,ARTHRO DC 30 TB.,8681395440415,[]
7767,152888,ENTEROGIS 10 ML DAMLA,8681812046138,[]
7768,152890,VIFOLIC 30 SOFT JEL KAPSUL,8681438061287,[]
7769,152891,VITALY ONE 30 SOFT JEL KAPSUL,8681438061294,[]
7770,152898,"CROXILEX ES 600/42,9 SUS 100 ML",8699508280346,"[""8699525289568"", ""8699525288196"", ""8699508280353"", ""8699569280446"", ""8699569280453"", ""8699717280199"", ""8699522288519"", ""8699525289568"", ""8699525288196"", ""8699508280353"", ""8699569280446"", ""8699569280453"", ""8699717280199"", ""8699522288519""]"
7771,152899,"CROXILEX ES 600/42,9 SUS 150 ML",8699508280353,"[""8699525289568"", ""8699525288196"", ""8699508280346"", ""8699569280446"", ""8699569280453"", ""8699717280199"", ""8699522288519"", ""8699525289568"", ""8699525288196"", ""8699508280346"", ""8699569280446"", ""8699569280453"", ""8699717280199"", ""8699522288519""]"
7772,152904,CRALIUM 200 MG 30 TB,8699527010542,"[""8699783010263"", ""8699293012627"", ""8699783010263"", ""8699293012627""]"
7773,152905,TIVICAY 10 MG 30 TB,8699522097296,[]
7774,152907,"DIAKSI 10 MG / 2,5 ML REKTAL",8699844651732,"[""8699617650160"", ""8699617650160""]"
7775,152908,"DIAKSI 5 MG / 0,5 ML REKTAL",8699844651725,"[""8699617650153"", ""8699617650153""]"
7776,152919,SEBOVIUM FORT SAMPUAN,8699708260216,[]
7777,152920,MAGNIMORE GM 60 TABLET,8680133000676,[]
7778,152921,OSENDE KURKUMIN 30 KAPSUL,8680133000706,[]
7779,152922,D-COLEFOR 20.000 I.U 14 KAPSUL,8680131752348,"[""8680199193503"", ""8699525193803"", ""8682897260020"", ""8680080000392"", ""8680199193503"", ""8699591190034"", ""8699680190044"", ""8699525193803""]"
7780,152927,NURSE HAR.BUZZY BODY SPRAY 175M,8699177824490,[]
7781,152928,SEPTIMOL 100 ML SRP,8681925067020,[]
7782,152929,MOL COMPLEX 150ML SRP,8681925067044,[]
7783,152932,ACIDPASS 10/800/165 MG 6 TB,8699680080093,"[""8680760080218"", ""8699680080109"", ""8681428081998"", ""8680760080218"", ""8699680080109""]"
7784,152933,OCEAN EXTRAMAG 30 TABLET,8697595872321,[]
7785,152940,LAPITAK KOKU ONL AYAK SPR 125ML,8691091035785,[]
7786,152943,EUTHYROX 125 MCG 50 TB,8699808010094,"[""8699514010944"", ""8699514010944""]"
7787,152944,DIS FIR. SENSODYN HIZLI RAHTLMA,8681291002557,[]
7788,152947,BEKSAR %1 60 G JEL,8699540021075,[]
7789,152952,NB.MAGNESIUM CIT + B6 60 CAP,074312003783,[]
7790,152953,BIKTARVY TB,8698760090250,[]
7791,152962,AKNESILEX 30 MG  MERHEM,8680008011004,"[""8680186490295"", ""8680186490288"", ""8699587383136"", ""8699708380075"", ""8680186490295"", ""8680186490288"", ""8699587383136"", ""8699708380075""]"
7792,152967,ETNA COMBO 100 MG /8 MG 14 TB,8699293010968,"[""8699536011356"", ""8699536011356""]"
7793,152972,ROCS DIS MAC KOMUR 74GR,4607034474867,[]
7794,153005,SELIN KOLONYA BIDON LIMON 900ML,8690530999008,[]
7795,153018,DEXPADU 50 MG/500 MG 30 TB,8697927094292,[]
7796,153019,DEXPADU 25 MG/500 MG 20 TB,8697927094261,"[""8699591090112"", ""8699591090112""]"
7797,153023,ARVILA 250 MG TB,8699586013331,"[""8699593015304"", ""8699650012260"", ""8699514011606"", ""8699525019776"", ""8699593015304"", ""8699650012260"", ""8685025010016"", ""8699828091479"", ""8699514011606"", ""8699525019776""]"
7798,153032,NEWVITAL BIOTIN 60 TB.,8681227011554,[]
7799,153033,NBL PROBIOTIC TRAVEL 12 CIG TB,8699540022195,[]
7800,153039,ENJ 2 CC 3 PARCA SIYAH ALV,8680075449861,[]
7801,153040,ENJ 2 CC 3 PARCA YESIL ALV,8680075449908,[]
7802,153041,GASTREN DUO SUSP 240 ML,8680760700062,"[""8699546705801"", ""8699525704498"", ""8680760700031"", ""8699525707765"", ""8699546705795"", ""8699546705801"", ""8699525704498"", ""8680760700031"", ""8699525707765"", ""8699546705795""]"
7803,153042,VALAMOR 200 MG 63 TB,8699074090752,[]
7804,153044,CAJEX 2 MCG/1 ML IV  25 AMP,8699783750145,"[""8681697750083"", ""8699844751029"", ""8699606757313"", ""8680400770820"", ""8681697750083"", ""8699844751029"", ""8699606757313"", ""8680400770820""]"
7805,153047,LOVITREC 20 MG 4 TB,8699525099525,"[""8699546092475""]"
7806,153052,BERAZINC 30 MG FORT 100 ML SRP,8680150570046,"[""8681144039013"", ""8699514570264"", ""8699705570059"", ""8699591570294"", ""8699580570113"", ""8699690570195"", ""8699567570037"", ""8681144039013"", ""8699514570264"", ""8699705570059"", ""8699591570294"", ""8699580570113"", ""8699690570195"", ""8699567570037""]"
7807,153053,ORCAFIL 5 MG 28 TB,8680199090086,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680352090991"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
7808,153054,ORCAFIL 20 MG 4 TB,8680199090567,"[""8684263090040"", ""8699540091672"", ""8699971170083"", ""8699502094635"", ""8699738090555"", ""8699680091150"", ""8681880090149"", ""8699502093225"", ""8699673098128"", ""8699673098111"", ""8699540091689"", ""8699525099570"", ""8699525099013"", ""8680760090729"", ""8680760092532"", ""8680859090227"", ""8680080000231"", ""8682773010237"", ""8684071000088"", ""8699514092445"", ""8699514090144"", ""8699514090137""]"
7809,153057,ADVAGRAF 3 MG 50 KAP,8699043890444,[]
7810,153059,ROLL TERMOJEL GOZ TANECIKLI,8699592821197,[]
7811,153060,SUZEN92 SLIM 27+3LU 721,8690797107215,[]
7812,153062,KALSIMAG D-3  EFF 40 SASE,8699591240074,"[""8680150240055""]"
7813,153063,PREZEMA  30 KAP,8680176000473,[]
7814,153064,PHYTOCID 15 KAPSUL,7640178390799,[]
7815,153065,PHYTOCID 30 KAPSUL,7640178390805,[]
7816,153067,STELARA 130 MG IV  FLK,8699593760044,[]
7817,153068,MICTONORM SR 45 MG KAP,8699559170023,[]
7818,153071,VOLIMRA 10 MG 30 TB,8699525090799,"[""8699522091263"", ""8699522091263""]"
7819,153072,VOLIMRA 5 MG 30 TB,8699525090782,"[""8699522091171"", ""8699522091171""]"
7820,153074,VENATURA KIDS CINKO 100 ML,8683229900904,[]
7821,153075,VENATURA BIOTIN 5000 MCG 30 TB.,8683229900614,"[""033984003132"", ""074312005312"", ""033984017740"", ""8680512628613"", ""8683229901031""]"
7822,153076,VENATURA KROM 90 KAPSUL,8683229900195,[]
7823,153077,FERMIX + 2 DEMIR 28 SASE,8681677020427,[]
7824,153079,VENATURA VIT. A PALMITAT 60 KAP,8683229900645,[]
7825,153080,VENATURA VITAMIN K2 60 KAPSUL,8683229900683,[]
7826,153081,VITAPURE KIDS 125 ML SURUP,8683962838113,[]
7827,153083,VITAPURE PLUS 150 ML,8691833510631,[]
7828,153084,VITAPURE INFO SASE 20 ADET,8681677021004,[]
7829,153086,MULTIFISH OMEGA 60 KAPSUL,8680097650160,[]
7830,153087,MULTIFISH OMEGA 30 KAPSUL,8680097650153,[]
7831,153088,KOENZIM Q10 MEDICAGO 30 KAPSUL,8681788054090,[]
7832,153089,"ZORANTE %0,1 60 GR KREM",8699738350697,"[""8681990009024"", ""8699738350703"", ""8681801350161"", ""8681990009024"", ""8681801350161""]"
7833,153090,PEDIASURE PLUS FIBRE KAKAOLU,8699548995231,"[""8699548994142"", ""8699548994333"", ""8699548994340""]"
7834,153092,SAMBUCOL PLUS SEKERSIZ 120 ML,8680287030185,[]
7835,153093,NEWVITAL ANTI DANDRUFF SAMP.300,8681227011523,[]
7836,153095,NEWVITAL ANTI - HAIRLOSS SAMP.,8681227011530,[]
7837,153101,BUZ AKUSU NRKS,8680075447775,[]
7838,153102,BIODEG TORBA ORTA 15 MIKRON ALV,8680978100913,[]
7839,153112,ONIYONIX IA /IV 300/100 ML,8681793774020,"[""8699715771835"", ""8699715771842"", ""8699606775553"", ""8699606775560"", ""8699702774023"", ""8682279997421"", ""8682279997414"", ""8699715771835"", ""8699606775560"", ""8699702774023"", ""8682279997421""]"
7840,153122,POLISORB 12 GR SUSP,4606257000402,[]
7841,153123,POLISORB 25 GR SUSP,4606257000365,[]
7842,153124,POLISORB 50 GR SUSP,8699671700030,[]
7843,153127,DIS FIR.SENSODYNE HASSAS DIS ET,8681291000805,[]
7844,153129,SENSODYNE HASSAS DIS ET BYZ75ML,8681291005329,[]
7845,153133,IROZINC 20 KAPSUL,8680150150019,"[""8699591150298"", ""8699591150298""]"
7846,153153,DUOBALANCE PRE(INULIN+FOS) 60 S,8680645530388,[]
7847,153154,HC12 VIT. B12 30 CIG.TB NBTLIFE,8680645530128,[]
7848,153155,BOVELAX MEDICAL MINT OIL 30 K,8697601561317,[]
7849,153163,TENA HASTA TEMIZLEME KOPUGU 400,7322540545326,[]
7850,153172,COREGA YASTIK YAPISTIRICI 40GR,5054563015051,[]
7851,153177,PARANIT BIT SAMP 100ML,5391520949319,[]
7852,153187,LAXAQUEST 30 TB,7640178390829,[]
7853,153197,"BECONYL 1,5 MG/5 SURUP ML",8681725054701,"[""8680400771193"", ""8699569570295"", ""8699580570144"", ""8699786570214"", ""8680400771193"", ""8699569570295"", ""8699580570144"", ""8699786570214""]"
7854,153202,CLARISCAN 10 ML FLK,8699688770002,"[""8699688770019"", ""8699688770026""]"
7855,153203,CLARISCAN 15 ML FLK,8699688770019,"[""8699688770002"", ""8699688770026""]"
7856,153204,CLARISCAN 20 ML FLK,8699688770026,"[""8699688770002"", ""8699688770019""]"
7857,153205,NIMES COMBO 100 MG/8 MG 14 TB,8699536011356,"[""8699293010968"", ""8699293010968""]"
7858,153207,NUTRAXIN BIG ENERGY 60 KAP,8680512628248,[]
7859,153208,NEMOLIX C 30 TABLET,8680133000713,[]
7860,153210,LISTERINE GAR.C.MINT H.TAT 250,3574661527413,[]
7861,153211,J.J BABY YAGI NEMLENDIR 200 ML,3574669909150,[]
7862,153212,INSULIN K.UCU(30G-8M)DEVITAFINE,6284511681024,[]
7863,153213,SESU ROLLON SIR AGDA KLASIK-,8690605073947,[]
7864,153215,SESU ROLLON SIR AGDA KILLI-,8690605057183,[]
7865,153216,SESU ROLLON SIR AGDA HASSAS-,8690605072995,[]
7866,153217,SESU ROLLON SIR A.SET KOMURLU-,8690605056995,[]
7867,153219,SESU AGDA BANDI HASSAS 20 LI-,8690605073374,[]
7868,153222,SPIRACT 18 MG 30 KAP,8680760150317,"[""8680865270064"", ""8699525550033"", ""8699693550019"", ""8699514550006"", ""8680865270064"", ""8699693550019"", ""8699514550006""]"
7869,153228,PASSIF MOOD 10 KAPSUL,8680434220322,[]
7870,153232,"VITAL 1,5 KCAL ORMAN MEYV 200",8699548995187,"[""8699548995170"", ""8699548995170""]"
7871,153251,SETINOX 10 MG 28 KAP,8699543150130,"[""8699502151833"", ""8697927152060"", ""8699514150718"", ""8699502151833"", ""8697927152060"", ""8699514150718""]"
7872,153252,SETINOX 18 MG 28 KAP,8699543150147,"[""8699502151840"", ""8697927152077"", ""8699514150725"", ""8699502151840"", ""8697927152077"", ""8699514150725""]"
7873,153253,SETINOX 25 MG 28 KAP,8699543150154,"[""8699502151857"", ""8697927152084"", ""8699514150732"", ""8699502151857"", ""8697927152084"", ""8699514150732""]"
7874,153254,SETINOX 40 MG 28 KAP,8699543150161,"[""8699502151864"", ""8697927152091"", ""8699514150749"", ""8699502151864"", ""8697927152091"", ""8699514150749""]"
7875,153255,SETINOX 60 MG 28 KAP,8699543150178,"[""8699502151871"", ""8697927152107"", ""8699514150756"", ""8699502151871"", ""8697927152107"", ""8699514150756""]"
7876,153257,XOLAIR 150 MG/ KULLANIMA HAZIR,8699504270204,[]
7877,153258,"XOLAIR 75 MG/0,5  KULLANIMA HAZ",8699504270211,[]
7878,153259,CASENLAX 10 GR 20 SASE,8699559240061,[]
7879,153261,PULARTER 20 MG 90 TB,8680760092280,"[""8699540091283"", ""8699532097095"", ""8699540091283"", ""8699532097095""]"
7880,153262,VORENT 200 MG 30 TB,8699738090418,"[""8681308091116"", ""8680881098321"", ""8681308091116"", ""8699540022911"", ""8680881098321""]"
7881,153263,POTRICAL B / 30 GR MERHEM,8699738380908,"[""8699514380054"", ""8699591380053"", ""8699514380054"", ""8699591380053""]"
7882,153264,"GLOGER %0,15  GOZ DAMLASI",8699702613094,"[""8680199002065"", ""8699490561041"", ""8699844611811"", ""8699569610304"", ""8699511612325"", ""8680199002065"", ""8699490561041"", ""8699844611811"", ""8699569610304"", ""8699511612325""]"
7883,153277,"LEVOLON % 0,5 GOZ DAMLASI COZ",8699569610403,"[""8680199012996""]"
7884,153278,"COMBIDEX %0,3 + %0,1 GOZ DAMLA",8699569610328,"[""8699844712372"", ""8699844712372""]"
7885,153279,SALMIDEN 500 MG 100 ENT TB,8699569040118,"[""8699543040073"", ""8699543040073"", ""8697621030114""]"
7886,153280,DEVIT-3 200.000 IU/10 ML DAMLA,8699525590442,"[""8680186490486""]"
7887,153282,FE TIRNAK MAKASI SET (HEDIYELI),8693203200425,[]
7888,153283,BUTEFIN %1 30 ML SPREY,8699591510085,[]
7889,153288,VENATURA CINKO-BAKIR 60 KAPSUL,8683229900669,[]
7890,153289,VENATURA KIDS MAGNEZYUM SURUP,8683229900089,[]
7891,153290,VENATURA KIDS DEMIR+VIT C DAMLA,8680131759620,[]
7892,153291,VENATURA ULTRA OMEGA3 30 KAPSUL,8683229900379,[]
7893,153292,VENATURA ULTRA OMEGA3 60 KAPSUL,8683229900386,[]
7894,153293,VENATURA KIDS VITAMIN C 30 SASE,8683229901086,[]
7895,153305,AIRPUFF DISCAIR 50MCG/250MCG 60,8680741551157,"[""8682758550017"", ""8699522553259"", ""8682758550017"", ""8699522553259""]"
7896,153306,AIRPUFF DISCAIR 50MCG/500MCG 60,8680741551164,"[""8682758550024"", ""8699522553266"", ""8682758550024"", ""8699522553266""]"
7897,153312,PARKOFF 50 MG / 5 ML 5 AMPUL,8680955750117,"[""8699783750206"", ""8699702753042"", ""8699783750206"", ""8699702753042""]"
7898,153317,ADEFER MKZ AGIZ SPREYI 30 ML,8699413400372,[]
7899,153320,BIOXCIN KERAT COMP 500 MG 60 TB,8680512627654,[]
7900,153327,IMMUN44 (HYPER) MULT.VIT.150 ML,9002969872248,[]
7901,153332,"FORTEVIR 0,5 MG TB",8699680091044,"[""8699738090357"", ""8699717090316"", ""8699726093100"", ""8699540090811"", ""8699536092997"", ""8699580090642"", ""8699525099389"", ""8680760091085"", ""8699536092980"", ""8699514092803"", ""8699738090357"", ""8699717090316"", ""8699726093100"", ""8699540090811"", ""8699536092997"", ""8699580090642"", ""8699525099389"", ""8680760091085"", ""8699536092980"", ""8699514092803""]"
7902,153333,FORTEVIR 1 MG TB,8699680091051,"[""8699540090828"", ""8699738090364"", ""8699726093308"", ""8699502094499"", ""8699717090309"", ""8699580090659"", ""8680760091092"", ""8699536093000"", ""8699514092834"", ""8699540090828"", ""8699738090364"", ""8699726093308"", ""8699502094499"", ""8699717090309"", ""8699580090659"", ""8680760091092"", ""8699536093000"", ""8699514092834""]"
7903,153334,NETILCIN %0.3 GOZ DAMLA,8699844612139,"[""8680199610253"", ""8682225810064"", ""8682225810057"", ""8680199610253"", ""8682225810057"", ""8699569610441""]"
7904,153335,IPRATOM 250 MCG /2 ML COZELTI,8699844521073,[]
7905,153336,BRIMO-TIM 2 MG +5MG /ML DAMLA,8699844611880,"[""8699490561102"", ""8699490561102""]"
7906,153338,OCEAN PROPOLIS SPREY 2. %50 IND,8697595872352,[]
7907,153339,CANPED EMICI KULOT EXT LARGE 30,8690742330156,[]
7908,153342,REDOXON KIDS 60 KAP,8699546080045,[]
7909,153351,SIMBRINZA GOZ DAMLASI,8699504710175,[]
7910,153352,PAC 36 KAPSUL,8699449100369,[]
7911,153353,PSORETIN 25 MG 100 KAP,8699738150020,[]
7912,153354,PSORETIN 10 MG 100 KAP,8699738150013,[]
7913,153355,VICKS BABY BALM 50 GR,8001841394831,[]
7914,153356,ZINCFORT 25 MG/5 100 SRP,8680760570122,"[""8699591570539""]"
7915,153357,COLLAX 30 ML 30 FLAKON,8681234740164,[]
7916,153360,VELBON 30 TB,8681026050556,[]
7917,153362,NEBULIZATOR MERRY MESH ALV,8698973762388,[]
7918,153367,PROGESTAN DEX 25 MG I.M.FLK,8699828750758,[]
7919,153374,EFA DAILY 60 KAPSUL,7640128141136,[]
7920,153378,BITEX SET (SAMPUAN+SPREY),8699956000930,[]
7921,153382,TENSART 32 MG 28 TB,8699514011330,"[""8699540015692"", ""8699525010148"", ""8699540015692"", ""8699525010148""]"
7922,153383,TENSART PLUS 32 MG/12.5 MG28 TB,8699514011347,"[""8699525014351"", ""8699540017054"", ""8699525014351"", ""8699540017054""]"
7923,153384,NUTRIGEN NEOVIT NEONATAL SPREY,5060409581659,[]
